user_id;age;city;state;country
151491;55.0;san ramon;california;usa
159691;34.74389988072476;minneapolis;minnesota;usa
181586;32.0;york;england;united kingdom
206852;26.0;freiburg;baden-wuerttemberg;germany
214826;34.74389988072476;mannsville;new york;usa
215325;34.0;appleton;wisconsin;usa
226256;34.74389988072476;dedemsvaart;overijssel;netherlands
230544;22.0;kannur;kerala;india
238238;34.74389988072476;hillsboro;texas;usa
239041;34.74389988072476;oregon city;oregon;usa
244878;54.0;newnan;georgia;usa
252227;25.0;sacramento;california;usa
273886;26.0;mannheim;baden-wuerttemberg;germany
278014;34.74389988072476;portland;oregon;usa
37654;49.0;williams lake;british columbia;canada
42292;61.0;apopka;florida;usa
47071;20.0;columbus;ohio;usa
177156;34.74389988072476;sudbury;ontario;canada
255699;23.0;everett;washington;usa
261231;49.0;black hawk;south dakota;usa
743;34.74389988072476;moraga;california;usa
4303;34.74389988072476;calgary;alberta;canada
10391;34.74389988072476;charlottesville;virginia;usa
25988;34.74389988072476;livonia;michigan;usa
34490;34.74389988072476;chicago;illinois;usa
38071;46.0;cedar hill;texas;usa
46117;34.74389988072476;cary;illinois,;
52851;34.74389988072476;sausalito;california;usa
61530;34.74389988072476;cedar rapids;iowa;usa
64714;57.0;barcelona;barcelona;spain
86855;34.74389988072476;hailey;idaho;usa
87661;62.0;calgary;alberta;canada
98404;34.74389988072476;oakland;new jersey;usa
99455;48.0;seattle;washington;usa
106731;27.0;san francisco;california;usa
109260;34.74389988072476;lima;lima;peru
113028;34.74389988072476;vienna;virginia;usa
116047;32.0;poynette;wisconsin;usa
116558;34.74389988072476;cambridge;massachusetts;usa
128153;34.74389988072476;delran;new jersey;usa
141575;34.74389988072476;fort wayne;indiana;usa
156533;34.74389988072476;san carlos;california;usa
160666;34.74389988072476;shepherdstown;west virginia;usa
168102;34.74389988072476;owings;maryland;usa
174453;34.74389988072476;matthews;north carolina;usa
176164;23.0;yardley;pennsylvania;usa
188427;34.74389988072476;lawrenceville;new jersey;usa
232410;34.74389988072476;mountain home village;california;usa
236112;34.74389988072476;san francisco;california;usa
245249;38.0;santa fe;new mexico;usa
267397;52.0;albuquerque;new mexico;usa
268125;34.74389988072476;barrie;ontario;canada
271227;29.0;washington;dc;usa
277229;34.74389988072476;littleton;colorado;usa
1672;18.0;north east;pennsylvania;usa
22917;16.0;alvin;texas;usa
64773;34.74389988072476;manchester;connecticut;usa
117229;34.74389988072476;london;;united kingdom
120657;17.0;san diego;california;usa
131061;34.74389988072476;san jose;california;usa
141465;34.74389988072476;cedar rapids;iowa;usa
167759;34.74389988072476;oakland;california;usa
173232;41.0;dover;new hampshire;usa
193512;28.0;minneapolis;,;
206675;14.0;asheville;north carolina;usa
236198;37.0;burgin;kentucky;usa
258235;48.0;long lake;minnesota;usa
266510;31.0;sun city west;arizona;usa
267113;15.0;arlington;virginia;usa
278525;12.0;gardiner;maine;usa
21250;39.0;lake george;new york;usa
98281;34.74389988072476;west seneca;new york;usa
128697;50.0;wiesbaden;hessen;germany
177217;22.0;park forest;illinois;usa
179249;26.0;saint john;new brunswick;canada
190407;25.0;new cumberland;pennsylvania;usa
195573;34.74389988072476;ny;new york;usa
223956;24.0;st.petersburg;florida;usa
228073;32.0;henderson;minnesota;usa
252113;34.74389988072476;eugene;oregon;usa
757;29.0;philadelphia;pennsylvania;usa
81386;34.74389988072476;quemado;new mexico;usa
106692;34.74389988072476;port washington;new york;usa
208485;36.0;cape may court house;new jersey;usa
242138;34.74389988072476;ottawa;ontario;canada
1513;40.0;oak hill;virginia;usa
6450;26.0;vancouver;british columbia;canada
7037;34.74389988072476;san antonio;texas;usa
14965;34.74389988072476;west hills;california;usa
15978;22.0;scottsdale;arizona;usa
21283;34.74389988072476;northridge;california;usa
26251;27.0;vancouver;british columbia;canada
27426;34.74389988072476;brookline;massachusetts;usa
30670;34.74389988072476;tucson;arizona;usa
31778;39.0;lyons;ontario;canada
41925;37.0;vancouver;british columbia;canada
49998;34.74389988072476;garland;texas;usa
53317;38.0;coquitlam;british columbia;canada
55411;34.74389988072476;canton;ohio;ua
67975;57.0;milwaukie;oregon;usa
71818;34.74389988072476;lansdowne;pennsylvania;usa
76601;34.74389988072476;langley;british columbia;canada
77037;34.74389988072476;denver;colorado;usa
81877;34.74389988072476;havelock;north carolina;usa
82667;54.0;ponte vedra;florida;usa
86333;54.0;apeldoorn;gelderland;netherlands
93169;34.74389988072476;millers creek;north carolina;usa
98415;34.74389988072476;vancouver;british columbia;canada
103874;47.0;laconia;new hampshire;usa
106360;17.0;chicago;illinois;usa
112793;34.74389988072476;denver;colorado;usa
118964;57.0;milton;massachusetts;usa
119567;27.0;pensacola;florida;usa
131985;34.74389988072476;seattle;washington;usa
142067;73.0;ocean grove;new jersey;usa
143742;34.74389988072476;surrey;british columbia;canada
143751;43.0;winnipeg;manitoba;canada
145224;38.0;glendale;california;usa
146339;34.74389988072476;san francisco;california;usa
146509;56.0;stow;massachusetts;usa
147101;26.0;annapolis;maryland;usa
163271;35.0;oregon city;oregon;usa
166564;35.0;santa monica;california;usa
174374;40.0;salt lake city;utah;usa
175166;34.74389988072476;toronto;ontario;canada
176163;42.0;carson city;nevada;usa
177103;34.0;montreal;quebec;canada
190485;54.0;kingston;ontario;canada
205854;34.74389988072476;san rafael;california;usa
218385;34.74389988072476;denver;colorado;usa
218866;34.0;chicago;illinois;usa
226032;34.74389988072476;berkeley;california;usa
232111;34.74389988072476;st. louis;missouri;usa
242643;34.74389988072476;san diego;california;usa
247289;34.74389988072476;santa cruz;california;usa
248677;33.0;calais;maine;usa
265095;34.74389988072476;vancouver;british columbia;canada
265785;34.74389988072476;tucson;arizona;usa
267171;34.74389988072476;modesto;california;usa
63645;34.74389988072476;seattle;washington;usa
74823;34.74389988072476;beaverton;oregon;usa
115210;34.74389988072476;welland;ontario;canada
160154;34.74389988072476;detroit;michigan;usa
178604;22.0;blacksburg;virginia;usa
220896;22.0;coventry;england;united kingdom
227723;34.74389988072476;houston;texas;usa
230094;28.0;denver;colorado;usa
232463;34.74389988072476;austin;texas;usa
236678;34.74389988072476;new orleans;louisiana;usa
241317;34.74389988072476;westfield;new jersey;usa
256101;26.0;city of angels;california;usa
263575;34.74389988072476;guelph;ontario;canada
93621;50.0;edmonds;washington;usa
148384;50.0;oakland;rhode island;usa
153401;34.74389988072476;central lake;michigan;usa
167793;34.74389988072476;columbia;mississippi;usa
199609;34.74389988072476;portland;oregon;usa
263028;34.74389988072476;terre haute;indiana;usa
264204;19.0;milford;massachusetts;usa
3575;35.0;chicago;illinois;usa
8047;34.74389988072476;north canton;ohio;usa
9219;34.74389988072476;royal oak;michigan;usa
45847;26.0;san francisco;california;usa
53086;45.0;shingle springs;california;usa
67262;34.74389988072476;santa cruz;california;usa
67848;24.0;riverdale;maryland;usa
69799;34.74389988072476;virginia beach;virginia;usa
76400;72.0;channel islands;california;usa
76492;34.74389988072476;houston;texas;usa
96999;34.74389988072476;apple valley;california;usa
109903;36.0;denver;colorado;usa
117404;26.0;schaumburg;illinois;usa
119973;32.0;gretna;louisiana;usa
120834;34.74389988072476;las cruces;new mexico;usa
130134;34.74389988072476;chandler;arizona;usa
133255;34.74389988072476;canton;new york;usa
135460;34.74389988072476;herndon;,;
138123;34.74389988072476;tacoma;washington;usa
143709;34.74389988072476;stockton;new york;usa
145464;34.74389988072476;groves;texas;usa
158762;34.74389988072476;north hollywood;california;usa
161935;34.74389988072476;fredonia;new york;usa
172911;59.0;columbia;maryland;usa
191976;55.0;chatsworth;california;usa
211320;34.74389988072476;coconut creek;florida;usa
215594;34.74389988072476;marsland;nebraska;usa
229901;52.0;simi valley;california;usa
238257;34.74389988072476;dublin;,;
248362;41.0;beverly;massachusetts;usa
254170;72.0;incline village;nevada;usa
257011;23.0;groton;connecticut;usa
262829;44.0;ellicott city;maryland;usa
270585;44.0;university park;maryland;usa
80211;36.0;northridge;california;usa
86076;42.0;los gatos;california;usa
93627;59.0;algonquin;illinois;usa
190104;42.0;lincoln city;oregon;usa
85779;34.74389988072476;jefferson city;missouri;usa
161279;33.0;raleigh;north carolina;usa
204449;49.0;north olmsted;ohio;usa
242245;41.0;bakersfield;california;usa
791;34.74389988072476;sunnyvale;california;usa
12293;42.0;denver;colorado;usa
12319;34.74389988072476;wolfeboro;new hampshire;usa
16242;34.74389988072476;whitehorse;yukon territory;canada
20761;34.74389988072476;elkins park;pennsylvania;usa
24790;34.0;logan;ohio;usa
37221;34.74389988072476;davis;california;usa
37699;36.0;new orleans;louisiana;usa
46359;51.0;kewaskum;wisconsin;usa
56313;34.74389988072476;ottawa;ontario;canada
65908;45.0;everett;,;
67013;34.74389988072476;omaha;nebraska;usa
69380;58.0;gosport;england;united kingdom
79268;34.74389988072476;new castle;delaware;usa
97364;34.74389988072476;hamilton;ontario;canada
104335;34.74389988072476;omaha;,;
107298;34.74389988072476;arnprior;,;
113823;34.74389988072476;norfolk;virginia;usa
114595;30.0;london;england;united kingdom
120764;24.0;laurel;maryland;usa
126634;35.0;oneonta;new york;usa
130679;34.74389988072476;gulfport;mississippi;usa
139049;34.74389988072476;seattle;washington;usa
142175;65.0;houston;texas;usa
158002;34.74389988072476;emeryville;california;usa
158158;27.0;lethbridge;alberta;canada
161683;34.74389988072476;manheim;pennsylvania,;
162977;36.0;shoreline;washington;usa
166547;29.0;burnaby;british columbia;canada
176890;34.74389988072476;hope;british columbia;canada
183648;34.74389988072476;ronseecomments;ron see comments pls ...;usa
191986;34.74389988072476;middletown;pennsylvania;usa
199466;34.74389988072476;el cerrito;california;usa
201565;34.74389988072476;hope;british columbia;canada
204172;20.0;catawba;north carolina;usa
207135;37.0;calgary;alberta;canada
208448;34.74389988072476;glen burnie;maryland;usa
211335;27.0;kenmore;washington;usa
216792;34.74389988072476;white rock;british columbia;canada
228412;22.0;slidre;slidre;norway
248497;34.74389988072476;mission viejo;california;usa
251176;34.74389988072476;saint simons island;georgia;usa
254221;34.74389988072476;juneau;alaska;usa
255945;43.0;sacramento;california;usa
259564;35.0;lancaster park;alberta;canada
260017;28.0;edmonton;alberta;canada
265481;34.74389988072476;calgary;alberta;canada
271438;41.0;morgantown;west virginia;usa
274226;34.74389988072476;north little rock;arkansas;usa
277807;34.74389988072476;fort dodge;iowa;usa
900;25.0;scranton;pennsylvania;usa
2995;61.0;belleville;illinois;usa
7107;34.74389988072476;chester;pennsylvania;usa
8086;34.74389988072476;dallas;texas;usa
8580;19.0;bath;england;united kingdom
8652;16.0;pembroke pines;florida;usa
12791;19.0;oak creek;wisconsin;usa
15500;34.74389988072476;new orleans;louisiana;usa
22025;34.74389988072476;orange;california;usa
22164;34.74389988072476;boring;,;
25500;34.74389988072476;los angeles;california;usa
26090;34.74389988072476;beaverton;oregon;usa
31171;46.0;dorr;michigan;usa
34098;34.74389988072476;las cruces;new mexico;usa
35106;34.74389988072476;westminster;california;usa
42018;34.74389988072476;vista;california;usa
43878;34.0;cleveland;ohio;usa
46444;34.74389988072476;wisconsin rapids;wisconsin;usa
47139;49.0;san francisco;california;usa
49317;36.0;crown point;indiana;usa
50064;25.0;chicago;illinois;usa
51902;30.0;seattle;washington;usa
56718;34.74389988072476;austin;texas;usa
62805;34.74389988072476;tulsa;oklahoma;usa
64392;32.0;huntsville;alabama,;
68738;61.0;concord;north carolina;usa
71507;19.0;keizer;oregon;usa
74082;34.74389988072476;philadelphia;pennsylvania;usa
75020;39.0;charlotte;north carolina;usa
77304;79.0;toronto;ontario;canada
89071;14.0;martinez;georgia;usa
91709;69.0;tucson;arizona;usa
94796;34.74389988072476;toronto;ontario;canada
108628;34.74389988072476;highland park;new jersey;usa
112425;55.0;jacksonville;north carolina;usa
117739;29.0;valencia;california;usa
122854;34.74389988072476;phoenixville;pennsylvania;usa
129835;23.0;fernandina beach;florida;usa
129951;38.0;webster groves;missouri;usa
133290;34.74389988072476;vancouver;british columbia;canada
136222;49.0;perth;western australia;australia
139543;34.74389988072476;carlsbad;california;usa
140856;38.0;köln;nordrhein-westfalen;germany
141031;14.0;olympia;washington;usa
145413;32.0;san francisco;california;usa
146059;34.74389988072476;york;north yorkshire;united kingdom
147840;34.74389988072476;richmond;michigan;usa
148996;34.74389988072476;modesto;california;usa
153973;34.0;huntsville;alabama;usa
155982;19.0;rohnert park;california;usa
159328;34.74389988072476;eindhoven;;netherlands
160495;73.0;jacksonville;florida;usa
160878;34.74389988072476;manahawkin;new jersey;usa
161847;34.74389988072476;windom;minnesota;usa
161951;25.0;antioch;california;usa
162388;34.74389988072476;salt lake city;utah;usa
166390;34.74389988072476;seattle;washington;usa
167489;34.74389988072476;page;arizona;usa
169224;26.0;tucson;arizona;usa
174668;34.74389988072476;tucson;arizona;usa
175909;34.74389988072476;olympia;washington;usa
181246;34.74389988072476;near moron;ciego de avila;caribbean sea
185456;34.74389988072476;new york;new york;usa
188190;34.74389988072476;la glace;alberta;canada
190997;34.74389988072476;london;england;united kingdom
197760;55.0;arlington;virginia;usa
201268;34.74389988072476;berkeley;california;usa
207300;34.74389988072476;lebanon;new hampshire;usa
209903;33.0;brooklyn;new york;usa
212063;34.74389988072476;loveland;colorado;usa
215389;34.74389988072476;albany;;usa
215784;34.74389988072476;hamburg;;germany
219147;35.0;san diego;california;usa
219996;34.74389988072476;bryan;texas;south korea
223472;18.0;largo;florida;usa
228418;34.74389988072476;tulsa;oklahoma;usa
229629;34.74389988072476;boulder;colorado;usa
232070;34.74389988072476;seattle;washington;usa
233217;34.74389988072476;west covina;california;usa
234163;34.74389988072476;college station;texas;usa
242977;27.0;roseville;california;usa
244074;34.0;plainfield;connecticut;usa
245320;50.0;madison;wisconsin;usa
246771;34.74389988072476;burbank;california;usa
246932;34.74389988072476;san francisco;california;usa
248213;19.0;kennesaw;georgia;usa
251972;34.74389988072476;bloomington;indiana;usa
252241;32.0;new milford;connecticut;usa
254106;34.74389988072476;raleigh;north carolina;usa
254179;34.74389988072476;glenside;pennsylvania;usa
258656;34.74389988072476;salem;massachusetts;usa
258931;27.0;new orleans;louisiana;usa
261878;34.74389988072476;port jefferson station;new york;usa
262921;34.74389988072476;chilliwack;british columbia;canada
268035;34.74389988072476;millersburg;,;
269983;38.0;west liberty;iowa;usa
272987;34.74389988072476;greenfield;massachusetts;usa
273065;34.74389988072476;coquitlam;british columbia;canada
274017;34.74389988072476;san francisco;california;usa
277895;34.74389988072476;san jose;california;usa
8735;34.74389988072476;woburn;massachusetts;usa
19838;21.0;bellingham;washington;usa
25822;30.0;portland;oregon;usa
25924;30.0;london;england;united kingdom
62799;34.74389988072476;bakersfield;california;usa
86837;40.0;oakland;california;usa
105308;23.0;budapest;;hungary
128917;22.0;bellingham;washington;usa
137951;34.74389988072476;petaluma;california;usa
211209;27.0;nashua;new hampshire;usa
222292;34.74389988072476;tokyo;tokyo;japan
232456;19.0;sebastopol;california;usa
256716;55.0;jamaica plain;massachusetts;usa
265767;34.74389988072476;walnut creek;california;usa
13908;52.0;avon;connecticut;usa
15165;34.74389988072476;salem;oregon;usa
33843;34.74389988072476;willmar;minnesota;usa
34735;53.0;warrenville;illinois;usa
45234;58.0;oak harbor;washington;usa
56676;35.0;south portland;maine;usa
60335;34.74389988072476;san francisco;california;usa
64390;34.74389988072476;cornelius;oregon;usa
81580;34.74389988072476;bath;maine;usa
82180;17.0;milwaukee;wisconsin;usa
92939;39.0;chicago;illinois;usa
102916;34.74389988072476;kiel;wisconsin;usa
113470;34.74389988072476;portland;oregon;usa
115707;59.0;edmond;oklahoma;usa
128318;34.74389988072476;portland;oregon;usa
131604;44.0;new york city;new york;usa
141171;34.74389988072476;long island city;new york;usa
146133;27.0;washington;dc;usa
176526;34.74389988072476;glen allen;virginia;usa
178493;34.74389988072476;berkeley;california;usa
183695;34.74389988072476;glen ridge;new jersey;usa
192023;41.0;san diego;california;usa
202826;34.74389988072476;des moines;iowa;usa
203956;34.74389988072476;seattle;washington;usa
216605;34.74389988072476;sherman oaks;california;usa
223178;45.0;kaneohe;hawaii;usa
224636;46.0;st.charles;illinois;usa
236262;34.74389988072476;richmond;virginia;usa
51870;34.74389988072476;sonoma;california;usa
82253;41.0;burbank;california;usa
233294;22.0;watauga;texas;usa
248382;40.0;richmond;british columbia;canada
256481;46.0;leiden;zuidholland;netherlands
17542;34.74389988072476;seekonk;massachusetts;usa
25559;27.0;hood river;oregon;usa
29498;35.0;boise;idaho;usa
40869;34.74389988072476;huntsville;alabama;usa
46974;34.74389988072476;ste- genevieve;;canada
70316;34.74389988072476;atlanta;georgia;usa
80695;47.0;bloomington;indiana;usa
91135;28.0;padova;veneto;italy
104027;32.0;duesseldorf;nordrhein-westfalen;germany
163398;34.74389988072476;miami;florida;usa
182155;34.74389988072476;chicago;illinois;usa
194539;34.74389988072476;surrey;british columbia;canada
219884;23.0;winnipeg;manitoba;canada
222666;34.74389988072476;huntsville;alabama;usa
228486;34.74389988072476;croton on hudson;new york;usa
261176;34.74389988072476;oregon city;oregon;usa
274346;34.74389988072476;bowen island;british columbia;canada
274951;26.0;christchurch;canterbury;new zealand
3580;44.0;essington;pennsylvania;usa
9893;50.0;beaverton;oregon;usa
13071;47.0;halifax;nova scotia;canada
16692;24.0;austin;texas;usa
19547;34.74389988072476;hamilton;ontario;canada
25405;34.74389988072476;rio rancho;new mexico;usa
27878;34.74389988072476;bryson city;north carolina;usa
28548;40.0;elmore city;oklahoma;usa
32057;41.0;houston;texas;usa
33523;34.74389988072476;denver;colorado;usa
34504;61.0;kill devil hills;north carolina;usa
46679;34.74389988072476;ronkonkoma;new york;usa
49983;41.0;sacramento;california;usa
53699;27.0;hoxie;arkansas;usa
63075;34.74389988072476;milton keynes;buckinghamshire;united kingdom
66248;31.0;albany;california;usa
79491;34.74389988072476;sherman oaks;california;usa
84655;27.0;everett;washington;usa
93828;34.74389988072476;richfield;minnesota;usa
98051;34.74389988072476;kingston;ontario;canada
99014;28.0;harrisburg;pennsylvania;usa
100580;60.0;star;idaho;usa
101518;17.0;portland;maine;usa
104045;36.0;seattle;washington;usa
111954;25.0;burlington;ontario;canada
113549;15.0;redding;california;usa
121011;54.0;hanford;california;usa
123058;28.0;fort pierce;florida;usa
124253;49.0;perth;western australia;australia
134110;46.0;great falls;montana;usa
141269;28.0;toronto;ontario;canada
151132;44.0;greendale;wisconsin;usa
166062;14.0;bloomfield;new jersey;usa
169094;34.74389988072476;seattle;washington;usa
171072;36.0;kitchener;ontario;canada
174594;34.74389988072476;klamath falls;oregon;usa
177321;26.0;berkeley;california;usa
178261;57.0;north dartmouth;massachusetts;usa
186852;34.74389988072476;arlington;massachusetts;usa
192673;31.0;maplewood;new jersey;usa
205291;26.0;huntingdale;western australia;australia
214179;34.74389988072476;asheville;north carolina;usa
215212;34.74389988072476;roanoke;virginia;usa
226542;34.74389988072476;roanoke;virginia;usa
228125;60.0;new bern;,;
228607;34.0;denver;colorado;usa
236544;34.74389988072476;lacey;washington;usa
244699;17.0;middletown;connecticut;usa
248494;26.0;new york;new york;usa
252693;35.0;lexington;kentucky;usa
256889;18.0;cohasset;massachusetts;usa
259485;34.74389988072476;spokane;washington;usa
259570;19.0;college station;texas;usa
261915;54.0;calabasas;california;usa
278220;34.74389988072476;vancouver;british columbia;canada
31540;34.74389988072476;toronto;,;
36707;34.74389988072476;omaha;nebraska;usa
77133;22.0;toronto;ontario;canada
119995;33.0;lockport;illinois;usa
174876;47.0;scottsdale;arizona;usa
192929;34.74389988072476;calgary;alberta;canada
216380;34.74389988072476;cincinnati;ohio;usa
232180;34.74389988072476;toronto;ontario;canada
256768;34.74389988072476;malad;idaho;usa
272274;12.0;milpitas;california;usa
25592;73.0;walnut creek;california;usa
110653;34.74389988072476;san diego;california;usa
140176;34.74389988072476;concord;california;usa
143412;34.74389988072476;belleville;michigan;usa
145700;34.74389988072476;tillamook;oregon;usa
162563;34.74389988072476;miami;florida;usa
176352;37.0;daytona beach;florida;usa
824;15.0;albuquerque;new mexico;usa
18006;34.74389988072476;santa monica;california;usa
50446;18.0;monroe;ohio;usa
87072;34.74389988072476;tuscaloosa;alabama;usa
96590;32.0;brownsville;pa;usa
155027;39.0;tucson;arizona;usa
241307;34.74389988072476;los angeles;california;usa
257528;35.0;arlington;virginia;usa
262565;21.0;port hadlock;,;
262632;34.74389988072476;redding;,;
276250;18.0;pittsburgh;pennsylvania;usa
834;17.0;rockville;maryland;usa
1515;27.0;bloomington;indiana;usa
6872;34.74389988072476;wilton;connecticut;usa
13141;26.0;brighton;england;united kingdom
22569;34.74389988072476;the woodlands;texas;usa
22866;34.74389988072476;maryville;tennessee;usa
34107;34.74389988072476;sunrise;florida;usa
68543;24.0;london;kentucky;usa
74130;16.0;harrodsburg;kentucky;usa
86034;18.0;homosassa;florida;usa
86257;34.74389988072476;boston;massachusetts;usa
95019;39.0;philadelphia;pennsylvania;usa
100449;20.0;watford;england;united kingdom
103094;34.74389988072476;sonoma county;california;usa
106879;34.74389988072476;silver spring;maryland;usa
107726;21.0;chesterton;indiana;usa
116179;34.74389988072476;new york;new york;usa
119942;34.74389988072476;new york;new york;usa
126938;25.0;houston;texas;usa
131954;19.0;san antonio;texas;usa
142719;34.74389988072476;maryville;tennessee;usa
148461;34.74389988072476;richmond;virginia;usa
158819;34.74389988072476;london;england;united kingdom
178884;26.0;perth;western australia;australia
180056;18.0;wichita;kansas;usa
181340;19.0;new york;new york;usa
216557;33.0;victoria;british columbia;canada
216828;25.0;lexington;kentucky;usa
227932;16.0;seminole;florida;usa
230202;34.74389988072476;jersey city;new jersey;usa
49956;34.74389988072476;portland;oregon;usa
73243;63.0;sioux falls;south dakota;usa
88755;59.0;auburn;california;usa
94299;34.74389988072476;calgary;alberta;canada
98075;34.74389988072476;wolftown;virginia;usa
144566;34.74389988072476;capecoral;florida;usa
149089;34.74389988072476;houston;texas;usa
222545;34.74389988072476;santa cruz;california;usa
230467;35.0;urbana;illinois;usa
231224;60.0;mount vernon;washington;usa
231840;40.0;vancouver;british columbia;canada
246257;33.0;salem;oregon;usa
277904;34.74389988072476;calgary;alberta;canada
861;34.74389988072476;san francisco;california;usa
23231;34.74389988072476;new orleans;louisiana;usa
58064;34.74389988072476;pittsburgh;pennsylvania;usa
102351;36.0;london;;united kingdom
106550;34.74389988072476;eugene;oregon;usa
112412;30.0;oakland;california;usa
127391;24.0;napa;california,;
151184;34.74389988072476;st. paul;minnesota;usa
167885;34.74389988072476;st. paul;minnesota;usa
205148;24.0;north adelaide;south australia;australia
207356;47.0;winter park;florida;usa
14783;34.74389988072476;st. thomas;virgin islands;usa
20015;26.0;ketchikan;alaska;usa
21943;34.74389988072476;state college;pennsylvania;usa
24543;34.74389988072476;sherman oaks;california;usa
26941;13.0;barrie;ontario;canada
27560;34.74389988072476;wolfville;nova scotia;canada
31424;22.0;lewisville;texas;usa
31889;22.0;morrisville;north carolina;usa
35962;34.74389988072476;mcminnville;oregon;usa
67091;34.74389988072476;south;florida;usa
78540;34.74389988072476;portland;tennessee;usa
81646;36.0;london;england;united kingdom
87544;17.0;burlington;massachusetts;usa
102027;21.0;baltimore;maryland;usa
102813;36.0;london;england;united kingdom
110905;31.0;new york;new york;usa
113997;34.74389988072476;bethel park;pennsylvania;usa
115350;24.0;middletown;new jersey;usa
127583;34.74389988072476;orlando;florida;usa
131032;36.0;west blocton;alabama;usa
135359;37.0;tewksbury;massachusetts;usa
145459;34.74389988072476;livermore;california;usa
145885;24.0;clinton;maine;usa
146641;34.74389988072476;tampa;florida;usa
149712;27.0;pascagoula;mississippi;usa
160200;34.74389988072476;oslo;oslo;norway
182101;34.74389988072476;lake forest;illinois;usa
189100;17.0;wolfville;,;
190675;18.0;greencastle;indiana;usa
204982;34.74389988072476;calgary;alberta;canada
207056;21.0;melbourne;victoria;australia
213640;17.0;mankato;minnesota;usa
217526;34.74389988072476;st. paul;minnesota;usa
228802;34.74389988072476;parksville;british columbia;canada
232902;34.74389988072476;mounds view;minnesota;usa
240486;34.74389988072476;mt.pleasant;iowa;usa
250078;24.0;toronto;ontario;canada
260573;45.0;blodgett;oregon;usa
262915;44.0;bellingham;washington;usa
266757;26.0;ottawa;ontario;canada
25813;34.74389988072476;tampa;florida;usa
28440;34.74389988072476;hemet;california;usa
30809;34.74389988072476;reno;nevada;usa
34441;33.0;murrieta;california;usa
34687;20.0;boulder;colorado;usa
35537;14.0;goshen;indiana;usa
37810;41.0;london;england;united kingdom
47427;14.0;napa;california;usa
50981;41.0;ottawa;ontario;canada
56776;23.0;wuppertal;nordrhein-westfalen;germany
58732;38.0;cardiff;wales;united kingdom
59197;34.74389988072476;austin;,;
61533;34.74389988072476;boulder;colorado;usa
78801;34.74389988072476;edmonton;alberta;canada
85856;38.0;liberty twp.;ohio;usa
94745;34.74389988072476;mt.vernon;illinois;usa
98966;34.74389988072476;pittsburgh;pennsylvania;usa
124949;34.74389988072476;kuala lumpur;wilayah persekutuan;malaysia
138855;37.0;petersburg;tennessee;usa
143729;34.74389988072476;port perry;ontario;canada
151209;34.74389988072476;bellingham;washington;usa
174711;34.74389988072476;austin;texas;usa
177051;29.0;baker city;oregon;usa
190514;34.74389988072476;suffolk;virginia;usa
209204;37.0;washington;dc;usa
219285;34.74389988072476;garland;texas;usa
222861;14.0;east meadow;new york;usa
228067;34.74389988072476;johnson city;new york;usa
232543;34.74389988072476;arlington;virginia;usa
236005;34.74389988072476;socorro;new mexico;usa
250198;34.74389988072476;joplin;missouri;usa
253699;34.74389988072476;east aurora;new york;usa
271554;34.74389988072476;cincinnati;ohio;usa
2719;37.0;staten island;new york;usa
26569;34.74389988072476;dallas;texas;usa
27736;21.0;staffs/leicester;england;united kingdom
33768;31.0;niceville;florida;usa
39635;29.0;rockford;illinois;usa
44382;29.0;kilmore;victoria;australia
75538;37.0;germantown;maryland;usa
80547;34.0;maple ridge;british columbia;canada
82617;34.74389988072476;san antonio;texas;usa
83499;34.0;saskatoon;saskatchewan;canada
86276;16.0;singapore;;singapore
87313;34.74389988072476;atlanta;georgia;usa
87648;34.74389988072476;pasadena;texas;usa
94308;34.74389988072476;charlottesville;virginia;usa
96675;51.0;oklahoma city;oklahoma;usa
107850;37.0;ames;iowa;usa
115238;25.0;bethpage;new york;usa
140346;45.0;coquitlam;british columbia;canada
143313;34.74389988072476;woodford green;england;united kingdom
153540;34.74389988072476;edmonton;alberta;canada
155524;31.0;melbourne;victoria;australia
163303;34.74389988072476;medina;ohio;usa
170087;34.74389988072476;chapel hill;north carolina;usa
170379;34.74389988072476;lakeland;florida;usa
171525;34.74389988072476;allen;texas;usa
174525;34.74389988072476;vacaville;california;usa
180533;34.74389988072476;harrisburg;pennsylvania;usa
183060;34.74389988072476;easton;pennsylvania;usa
194266;34.74389988072476;surrey;,;
199905;34.74389988072476;vancouver;british columbia;canada
204452;38.0;manchester;missouri;usa
206665;34.74389988072476;spokane;washington;usa
207330;34.74389988072476;charlotte;north carolina;usa
220390;27.0;leamington spa;warwickshire;united kingdom
225002;32.0;new york;new york;usa
227342;26.0;springfield;missouri;usa
231294;31.0;duesseldorf;nordrhein-westfalen;germany
233527;34.74389988072476;corning;new york;usa
237836;34.74389988072476;columbia;south carolina;usa
241839;34.74389988072476;melbourne;victoria;australia
246013;15.0;north reading;massachusetts;usa
247482;34.74389988072476;houston;texas;usa
247920;34.74389988072476;atlanta;georgia;usa
250273;27.0;kennesaw;georgia;usa
253120;34.74389988072476;calgary;alberta;canada
256886;53.0;sydney;new south wales;australia
258095;34.74389988072476;vancouver;british columbia;canada
261263;34.74389988072476;kaleden;british columbia;canada
268147;37.0;edmonton;alberta;canada
269450;40.0;winnipeg;manitoba;canada
19799;46.0;thompson falls;montana;usa
67690;20.0;cartersville;georgia;usa
67873;23.0;anaheim;california;usa
75893;34.74389988072476;charlottesville;virginia;usa
