isbn;book_title;book_author;year_of_publication;publisher;img_l;Language;Category
0449907481;A Thousand Acres (Ballantine Reader's Circle);JANE SMILEY;1992.0;Ballantine Books;http://images.amazon.com/images/P/0449907481.01.LZZZZZZZ.jpg;en;['Fiction']
0515127833;River's End;Nora Roberts;2003.0;Jove Books;http://images.amazon.com/images/P/0515127833.01.LZZZZZZZ.jpg;9;9
080213825X;Four Blondes;Candace Bushnell;2001.0;Grove Press;http://images.amazon.com/images/P/080213825X.01.LZZZZZZZ.jpg;9;9
0385472951;The Partner;John Grisham;1997.0;Doubleday Books;http://images.amazon.com/images/P/0385472951.01.LZZZZZZZ.jpg;9;9
0425182878;Chosen Prey;John Sandford;2004.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425182878.01.LZZZZZZZ.jpg;en;['Fiction']
055356451X;Night Sins;TAMI HOAG;1995.0;Bantam;http://images.amazon.com/images/P/055356451X.01.LZZZZZZZ.jpg;en;['Fiction']
0553564528;Guilty as Sin;TAMI HOAG;1997.0;Bantam;http://images.amazon.com/images/P/0553564528.01.LZZZZZZZ.jpg;en;['Fiction']
0140179836;The Liar's Club: A Memoir;Mary Karr;1998.0;Penguin USA (Paper);http://images.amazon.com/images/P/0140179836.01.LZZZZZZZ.jpg;en;['Biography & Autobiography']
0312976275;Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel);Janet Evanovich;2001.0;St. Martin's Paperbacks;http://images.amazon.com/images/P/0312976275.01.LZZZZZZZ.jpg;en;['Fiction']
0380813815;Lamb : The Gospel According to Biff, Christ's Childhood Pal;Christopher Moore;2003.0;Perennial;http://images.amazon.com/images/P/0380813815.01.LZZZZZZZ.jpg;en;['Fiction']
068484267X;Angela's Ashes: A Memoir;Frank McCourt;1999.0;Scribner;http://images.amazon.com/images/P/068484267X.01.LZZZZZZZ.jpg;en;['Biography & Autobiography']
1558743669;"A Child Called \It\"": One Child's Courage to Survive""";Dave Pelzer;1995.0;Health Communications;http://images.amazon.com/images/P/1558743669.01.LZZZZZZZ.jpg;9;9
1573225789;The Color of Water: A Black Man's Tribute to His White Mother;James McBride;1997.0;Riverhead Books;http://images.amazon.com/images/P/1573225789.01.LZZZZZZZ.jpg;en;['Biography & Autobiography']
0345313860;The Vampire Lestat (Vampire Chronicles, Book II);ANNE RICE;1986.0;Ballantine Books;http://images.amazon.com/images/P/0345313860.01.LZZZZZZZ.jpg;en;['Horror tales']
0345369947;The Mummy or Ramses the Damned;Anne Rice;1991.0;Ballantine Books;http://images.amazon.com/images/P/0345369947.01.LZZZZZZZ.jpg;en;['Fiction']
042517736X;Abduction;Robin Cook;2000.0;Berkley Publishing Group;http://images.amazon.com/images/P/042517736X.01.LZZZZZZZ.jpg;en;['Fiction']
0060392452;Stupid White Men ...and Other Sorry Excuses for the State of the Nation!;Michael Moore;2002.0;Regan Books;http://images.amazon.com/images/P/0060392452.01.LZZZZZZZ.jpg;en;['Political Science']
0060934417;Bel Canto: A Novel;Ann Patchett;2002.0;Perennial;http://images.amazon.com/images/P/0060934417.01.LZZZZZZZ.jpg;9;9
0060938455;Fast Food Nation: The Dark Side of the All-American Meal;Eric Schlosser;2002.0;Perennial;http://images.amazon.com/images/P/0060938455.01.LZZZZZZZ.jpg;9;9
014029628X;Girl in Hyacinth Blue;Susan Vreeland;2000.0;Penguin Books;http://images.amazon.com/images/P/014029628X.01.LZZZZZZZ.jpg;9;9
0312990456;One for the Money (A Stephanie Plum Novel);Janet Evanovich;2003.0;St. Martin's Paperbacks;http://images.amazon.com/images/P/0312990456.01.LZZZZZZZ.jpg;en;['Fiction']
0316666009;1st to Die: A Novel;James Patterson;2001.0;Little Brown and Company;http://images.amazon.com/images/P/0316666009.01.LZZZZZZZ.jpg;9;9
0345348036;The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure;WILLIAM GOLDMAN;1987.0;Del Rey;http://images.amazon.com/images/P/0345348036.01.LZZZZZZZ.jpg;9;9
0345404769;Silent Witness;RICHARD NORTH PATTERSON;1997.0;Ballantine Books;http://images.amazon.com/images/P/0345404769.01.LZZZZZZZ.jpg;en;['Fiction']
0345413369;The Subtle Knife (His Dark Materials, Book 2);PHILIP PULLMAN;1998.0;Del Rey;http://images.amazon.com/images/P/0345413369.01.LZZZZZZZ.jpg;en;['Juvenile Fiction']
0446360589;The Burden of Proof;Scott Turow;1991.0;Warner Books;http://images.amazon.com/images/P/0446360589.01.LZZZZZZZ.jpg;en;['Fiction']
0446394521;Daisy Fay and the Miracle Man;Fannie Flagg;1992.0;Warner Books;http://images.amazon.com/images/P/0446394521.01.LZZZZZZZ.jpg;9;9
0553292722;Still Waters;TAMI HOAG;1992.0;Bantam;http://images.amazon.com/images/P/0553292722.01.LZZZZZZZ.jpg;en;['Fiction']
055356160X;Cry Wolf;TAMI HOAG;1993.0;Bantam;http://images.amazon.com/images/P/055356160X.01.LZZZZZZZ.jpg;en;['Fiction']
0553569910;The Ugly Duckling;Iris Johansen;1997.0;Bantam Books;http://images.amazon.com/images/P/0553569910.01.LZZZZZZZ.jpg;en;['Fiction']
0553576801;The Perfect Husband;LISA GARDNER;1997.0;Bantam;http://images.amazon.com/images/P/0553576801.01.LZZZZZZZ.jpg;en;['Fiction']
0553578693;The Next Accident;LISA GARDNER;2002.0;Bantam;http://images.amazon.com/images/P/0553578693.01.LZZZZZZZ.jpg;en;['Fiction']
0553582135;Final Target;Iris Johansen;2002.0;Bantam Books;http://images.amazon.com/images/P/0553582135.01.LZZZZZZZ.jpg;en;['Fiction']
0553582526;Dust to Dust;TAMI HOAG;2002.0;Bantam;http://images.amazon.com/images/P/0553582526.01.LZZZZZZZ.jpg;9;9
0553583441;Touching Evil;Kay Hooper;2001.0;Bantam Books;http://images.amazon.com/images/P/0553583441.01.LZZZZZZZ.jpg;en;['Fiction']
0743460529;Daddy's Little Girl;Mary Higgins Clark;2003.0;Pocket;http://images.amazon.com/images/P/0743460529.01.LZZZZZZZ.jpg;en;['Fiction']
0786817070;Artemis Fowl (Artemis Fowl, Book 1);Eoin Colfer;2002.0;Miramax Kids;http://images.amazon.com/images/P/0786817070.01.LZZZZZZZ.jpg;en;['Juvenile Fiction']
0440122090;Echoes;Maeve Binchy;1989.0;Dell;http://images.amazon.com/images/P/0440122090.01.LZZZZZZZ.jpg;9;9
0061009059;One for the Money (Stephanie Plum Novels (Paperback));Janet Evanovich;1995.0;HarperTorch;http://images.amazon.com/images/P/0061009059.01.LZZZZZZZ.jpg;9;9
0446364193;Along Came a Spider (Alex Cross Novels);James Patterson;1993.0;Warner Books;http://images.amazon.com/images/P/0446364193.01.LZZZZZZZ.jpg;en;['Fiction']
0446519138;Simple Abundance:  A Daybook of Comfort and Joy;Sarah Ban Breathnach;1995.0;Warner Books;http://images.amazon.com/images/P/0446519138.01.LZZZZZZZ.jpg;en;['Community colleges']
0399144463;Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life;Spencer Johnson;1998.0;Putnam Pub Group (Paper);http://images.amazon.com/images/P/0399144463.01.LZZZZZZZ.jpg;en;['Business & Economics']
0140293248;The Girls' Guide to Hunting and Fishing;Melissa Bank;2000.0;Penguin Books;http://images.amazon.com/images/P/0140293248.01.LZZZZZZZ.jpg;en;['Fiction']
0446672211;Where the Heart Is (Oprah's Book Club (Paperback));Billie Letts;1998.0;Warner Books;http://images.amazon.com/images/P/0446672211.01.LZZZZZZZ.jpg;9;9
0142000205;Icy Sparks;Gwyn Hyman Rubio;2001.0;Penguin Books;http://images.amazon.com/images/P/0142000205.01.LZZZZZZZ.jpg;en;['Fiction']
0316603287;The Lake House;James Patterson;2003.0;Little, Brown;http://images.amazon.com/images/P/0316603287.01.LZZZZZZZ.jpg;9;9
0316693200;2nd Chance;James Patterson;2002.0;Little, Brown;http://images.amazon.com/images/P/0316693200.01.LZZZZZZZ.jpg;9;9
0316779423;Barrel Fever : Stories and Essays (Barrel Fever);David Sedaris;1995.0;Back Bay Books;http://images.amazon.com/images/P/0316779423.01.LZZZZZZZ.jpg;en;['Fiction']
0316789089;The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover));Anita Shreve;1999.0;Little, Brown;http://images.amazon.com/images/P/0316789089.01.LZZZZZZZ.jpg;9;9
0316969443;Suzanne's Diary for Nicholas;James Patterson;2001.0;Little, Brown;http://images.amazon.com/images/P/0316969443.01.LZZZZZZZ.jpg;en;['Fiction']
0345339711;The Two Towers (The Lord of the Rings, Part 2);J.R.R. TOLKIEN;1986.0;Del Rey;http://images.amazon.com/images/P/0345339711.01.LZZZZZZZ.jpg;en;9
0385420161;Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies;Laura Esquivel;1992.0;Doubleday Books;http://images.amazon.com/images/P/0385420161.01.LZZZZZZZ.jpg;en;['Fiction']
0385504209;The Da Vinci Code;Dan Brown;2003.0;Doubleday;http://images.amazon.com/images/P/0385504209.01.LZZZZZZZ.jpg;en;['Fiction']
0385505833;Skipping Christmas;JOHN GRISHAM;2001.0;Doubleday;http://images.amazon.com/images/P/0385505833.01.LZZZZZZZ.jpg;en;['Fiction']
0446520802;The Notebook;Nicholas Sparks;1996.0;Warner Books;http://images.amazon.com/images/P/0446520802.01.LZZZZZZZ.jpg;9;9
0446523569;Message in a Bottle;Nicholas Sparks;1998.0;Warner Books;http://images.amazon.com/images/P/0446523569.01.LZZZZZZZ.jpg;en;['Fiction']
0446525502;The Rescue;Nicholas Sparks;2000.0;Warner Books;http://images.amazon.com/images/P/0446525502.01.LZZZZZZZ.jpg;en;['Fiction']
0446525537;A Walk to Remember;Nicholas Sparks;1999.0;Warner Books;http://images.amazon.com/images/P/0446525537.01.LZZZZZZZ.jpg;9;9
0446527793;The Guardian;Nicholas Sparks;2003.0;Warner Books;http://images.amazon.com/images/P/0446527793.01.LZZZZZZZ.jpg;en;['Fiction']
0446531332;Nights in Rodanthe;Nicholas Sparks;2002.0;Warner Books;http://images.amazon.com/images/P/0446531332.01.LZZZZZZZ.jpg;en;['Fiction']
0670892963;Bridget Jones : The Edge of Reason;Helen Fielding;2000.0;Viking Books;http://images.amazon.com/images/P/0670892963.01.LZZZZZZZ.jpg;en;['Fiction']
0679442790;The Reader;Bernhard Schlink;1997.0;Random House;http://images.amazon.com/images/P/0679442790.01.LZZZZZZZ.jpg;en;['Fiction']
0679746048;Girl, Interrupted;SUSANNA KAYSEN;1994.0;Vintage;http://images.amazon.com/images/P/0679746048.01.LZZZZZZZ.jpg;en;['Biography & Autobiography']
0743206045;Daddy's Little Girl;Mary Higgins Clark;2002.0;Simon & Schuster;http://images.amazon.com/images/P/0743206045.01.LZZZZZZZ.jpg;en;['Fiction']
080411868X;Welcome to the World, Baby Girl!;Fannie Flagg;1999.0;Ballantine Books;http://images.amazon.com/images/P/080411868X.01.LZZZZZZZ.jpg;en;['Fiction']
0064407667;The Bad Beginning (A Series of Unfortunate Events, Book 1);Lemony Snicket;1999.0;HarperCollins;http://images.amazon.com/images/P/0064407667.01.LZZZZZZZ.jpg;en;['Juvenile Fiction']
0671894455;FORREST GUMP (Movie Tie in);Winston Groom;1994.0;Pocket;http://images.amazon.com/images/P/0671894455.01.LZZZZZZZ.jpg;9;9
0425142485;The Funhouse;Dean R. Koontz;1994.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425142485.01.LZZZZZZZ.jpg;9;9
0451181379;The Door to December;Dean R. Koontz;1994.0;Signet Book;http://images.amazon.com/images/P/0451181379.01.LZZZZZZZ.jpg;en;['Fiction']
038529929X;Hannibal;Thomas Harris;1999.0;Del Sol Press;http://images.amazon.com/images/P/038529929X.01.LZZZZZZZ.jpg;9;9
1573229571;About a Boy (Movie Tie-In);Nick Hornby;2002.0;Riverhead Books;http://images.amazon.com/images/P/1573229571.01.LZZZZZZZ.jpg;9;9
0743211383;Dreamcatcher;Stephen King;2001.0;Scribner;http://images.amazon.com/images/P/0743211383.01.LZZZZZZZ.jpg;en;['Fiction']
0451205421;The Door to December;Dean R. Koontz;2002.0;Signet Book;http://images.amazon.com/images/P/0451205421.01.LZZZZZZZ.jpg;en;['Fiction']
0440218535;Smilla's Sense of Snow;Peter Hoeg;1997.0;Island;http://images.amazon.com/images/P/0440218535.01.LZZZZZZZ.jpg;9;9
0345391802;The Hitchhiker's Guide to the Galaxy;Douglas Adams;1995.0;Ballantine Books;http://images.amazon.com/images/P/0345391802.01.LZZZZZZZ.jpg;9;9
0440219078;The Giver (21st Century Reference);LOIS LOWRY;1994.0;Laure Leaf;http://images.amazon.com/images/P/0440219078.01.LZZZZZZZ.jpg;en;9
0451155750;The Dead Zone;Stephen King;2004.0;Signet Book;http://images.amazon.com/images/P/0451155750.01.LZZZZZZZ.jpg;9;9
0786890436;The Diary of Ellen Rimbauer: My Life at Rose Red;Ellen Rimbauer;2002.0;Hyperion Press;http://images.amazon.com/images/P/0786890436.01.LZZZZZZZ.jpg;en;['Fiction']
0385493800;The Testament;John Grisham;1999.0;Doubleday Books;http://images.amazon.com/images/P/0385493800.01.LZZZZZZZ.jpg;en;['Fiction']
0425161722;Net Force;Tom Clancy;1999.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425161722.01.LZZZZZZZ.jpg;9;9
0440211727;A Time to Kill;JOHN GRISHAM;1992.0;Dell;http://images.amazon.com/images/P/0440211727.01.LZZZZZZZ.jpg;en;['Fiction']
038533334X;Charming Billy;Alice McDermott;1999.0;Delta;http://images.amazon.com/images/P/038533334X.01.LZZZZZZZ.jpg;9;9
0312422156;Middlesex: A Novel;Jeffrey Eugenides;2003.0;Picador;http://images.amazon.com/images/P/0312422156.01.LZZZZZZZ.jpg;en;['Fiction']
0312971346;High Five (A Stephanie Plum Novel);Janet Evanovich;2000.0;St. Martin's Paperbacks;http://images.amazon.com/images/P/0312971346.01.LZZZZZZZ.jpg;en;['Fiction']
0345384350;Icebound;Dean R. Koontz;1995.0;Ballantine Books;http://images.amazon.com/images/P/0345384350.01.LZZZZZZZ.jpg;en;['Fiction']
0425124347;The Bad Place;Dean R. Koontz;1994.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425124347.01.LZZZZZZZ.jpg;en;['Fiction']
0425147517;The Key to Midnight;Dean R. Koontz;1995.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425147517.01.LZZZZZZZ.jpg;en;['Fiction']
0425155404;Invasion;Robin Cook;1997.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425155404.01.LZZZZZZZ.jpg;9;9
0425166619;Toxin;Robin Cook;1999.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425166619.01.LZZZZZZZ.jpg;en;['Fiction']
044022165X;The Rainmaker;JOHN GRISHAM;1996.0;Dell;http://images.amazon.com/images/P/044022165X.01.LZZZZZZZ.jpg;en;['Fiction']
0553561618;Dark Paradise;TAMI HOAG;1994.0;Bantam;http://images.amazon.com/images/P/0553561618.01.LZZZZZZZ.jpg;en;['Fiction']
0312282990;The Amazing Adventures of Kavalier & Clay;Michael Chabon;2001.0;Picador;http://images.amazon.com/images/P/0312282990.01.LZZZZZZZ.jpg;9;9
0394820371;The Phantom Tollbooth;Norton Juster;1993.0;Yearling Books;http://images.amazon.com/images/P/0394820371.01.LZZZZZZZ.jpg;en;['Juvenile Fiction']
0449134482;Dances With Wolves;Michael Blake;1990.0;Fawcett Books;http://images.amazon.com/images/P/0449134482.01.LZZZZZZZ.jpg;en;['Fiction']
034538184X;Degree of Guilt;Richard North Patterson;1995.0;Ballantine Books;http://images.amazon.com/images/P/034538184X.01.LZZZZZZZ.jpg;en;['Trials (Murder)']
0671510053;SHIPPING NEWS;Annie Proulx;1994.0;Scribner;http://images.amazon.com/images/P/0671510053.01.LZZZZZZZ.jpg;en;['Fiction']
0805062971;Fight Club;Chuck Palahniuk;1999.0;Owl Books;http://images.amazon.com/images/P/0805062971.01.LZZZZZZZ.jpg;9;9
055321313X;Anne of Green Gables (Anne of Green Gables Novels (Paperback));L.M. MONTGOMERY;1982.0;Bantam Classics;http://images.amazon.com/images/P/055321313X.01.LZZZZZZZ.jpg;9;9
0743237188;Fall On Your Knees (Oprah #45);Ann-Marie MacDonald;2002.0;Touchstone;http://images.amazon.com/images/P/0743237188.01.LZZZZZZZ.jpg;en;['Fiction']
0553584510;The Survivors Club;LISA GARDNER;2003.0;Bantam;http://images.amazon.com/images/P/0553584510.01.LZZZZZZZ.jpg;9;9
0553586122;Reap the Wind;Iris Johansen;2002.0;Bantam Books;http://images.amazon.com/images/P/0553586122.01.LZZZZZZZ.jpg;en;['Fiction']
0345443284;While I Was Gone;Sue Miller;1999.0;Ballantine Books;http://images.amazon.com/images/P/0345443284.01.LZZZZZZZ.jpg;en;['Fiction']
0060928336;Divine Secrets of the Ya-Ya Sisterhood: A Novel;Rebecca Wells;1997.0;Perennial;http://images.amazon.com/images/P/0060928336.01.LZZZZZZZ.jpg;en;['Fiction']
0316777730;Naked;David Sedaris;1998.0;Back Bay Books;http://images.amazon.com/images/P/0316777730.01.LZZZZZZZ.jpg;9;9
039592720X;Interpreter of Maladies;Jhumpa Lahiri;1999.0;Houghton Mifflin Co;http://images.amazon.com/images/P/039592720X.01.LZZZZZZZ.jpg;en;['Fiction']
0440215625;Dragonfly in Amber;DIANA GABALDON;1993.0;Dell;http://images.amazon.com/images/P/0440215625.01.LZZZZZZZ.jpg;9;9
0553273914;The House of the Spirits;Isabel Allende;1986.0;Bantam Books;http://images.amazon.com/images/P/0553273914.01.LZZZZZZZ.jpg;en;['Fiction']
0671003755;She's Come Undone (Oprah's Book Club (Paperback));Wally Lamb;1996.0;Washington Square Press;http://images.amazon.com/images/P/0671003755.01.LZZZZZZZ.jpg;9;9
0446601241;Kiss the Girls;James Patterson;1995.0;Warner Books;http://images.amazon.com/images/P/0446601241.01.LZZZZZZZ.jpg;9;9
0446604801;Jack & Jill (Alex Cross Novels);James Patterson;1997.0;Warner Books;http://images.amazon.com/images/P/0446604801.01.LZZZZZZZ.jpg;en;['Fiction']
0679734775;The House on Mango Street (Vintage Contemporaries);SANDRA CISNEROS;1991.0;Vintage;http://images.amazon.com/images/P/0679734775.01.LZZZZZZZ.jpg;9;9
0671027344;The Perks of Being a Wallflower;Stephen Chbosky;1999.0;MTV;http://images.amazon.com/images/P/0671027344.01.LZZZZZZZ.jpg;en;['Fiction']
006019491X;Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover));Isabel Allende;1999.0;HarperCollins;http://images.amazon.com/images/P/006019491X.01.LZZZZZZZ.jpg;9;9
0060964049;Tales of the City (Tales of the City Series, V. 1);Armistead Maupin;1989.0;Perennial;http://images.amazon.com/images/P/0060964049.01.LZZZZZZZ.jpg;en;['Fiction']
0345370775;Jurassic Park;Michael Crichton;1999.0;Ballantine Books;http://images.amazon.com/images/P/0345370775.01.LZZZZZZZ.jpg;9;9
0440206154;Red Dragon;Thomas Harris;2000.0;Dell Publishing Company;http://images.amazon.com/images/P/0440206154.01.LZZZZZZZ.jpg;9;9
0060502258;The Divine Secrets of the Ya-Ya Sisterhood: A Novel;Rebecca Wells;2002.0;HarperTorch;http://images.amazon.com/images/P/0060502258.01.LZZZZZZZ.jpg;en;['Fiction']
0070212570;Fried Green Tomatoes at the Whistle Stop Cafe;Fannie Flagg;1989.0;McGraw-Hill;http://images.amazon.com/images/P/0070212570.01.LZZZZZZZ.jpg;en;['Fiction']
0312274920;Round Ireland With a Fridge;Tony Hawks;2001.0;St. Martin's Press;http://images.amazon.com/images/P/0312274920.01.LZZZZZZZ.jpg;9;9
0345416260;Pope Joan (Ballantine Reader's Circle);Donna Woolfolk Cross;1996.0;Ballantine Books;http://images.amazon.com/images/P/0345416260.01.LZZZZZZZ.jpg;en;['Fiction']
0373484224;Stanislaski Brothers (Silhouette Promo);Nora Roberts;2000.0;Silhouette;http://images.amazon.com/images/P/0373484224.01.LZZZZZZZ.jpg;en;['Fiction']
0373484410;Time And Again;Nora Roberts;2001.0;Silhouette;http://images.amazon.com/images/P/0373484410.01.LZZZZZZZ.jpg;en;['Fiction']
0375707972;The Reader;Bernhard Schlink;1999.0;Vintage Books USA;http://images.amazon.com/images/P/0375707972.01.LZZZZZZZ.jpg;en;['Fiction']
0380018179;The Thorn Birds;Colleen McCullough;1978.0;Avon;http://images.amazon.com/images/P/0380018179.01.LZZZZZZZ.jpg;en;['Fiction']
0385492081;Into Thin Air : A Personal Account of the Mt. Everest Disaster;JON KRAKAUER;1998.0;Anchor;http://images.amazon.com/images/P/0385492081.01.LZZZZZZZ.jpg;9;9
0440221595;The Glass Lake;Maeve Binchy;1996.0;Dell;http://images.amazon.com/images/P/0440221595.01.LZZZZZZZ.jpg;9;9
0440235162;The Smoke Jumper;Nicholas Evans;2002.0;Dell Publishing Company;http://images.amazon.com/images/P/0440235162.01.LZZZZZZZ.jpg;9;9
0446606812;Message in a Bottle;Nicholas Sparks;1999.0;Warner Vision;http://images.amazon.com/images/P/0446606812.01.LZZZZZZZ.jpg;en;['Fiction']
0446611867;A Bend in the Road;Nicholas Sparks;2002.0;Warner Books;http://images.amazon.com/images/P/0446611867.01.LZZZZZZZ.jpg;9;9
0449212602;The Handmaid's Tale;Margaret Atwood;1989.0;Fawcett Books;http://images.amazon.com/images/P/0449212602.01.LZZZZZZZ.jpg;en;['British and Irish fiction (Fictional works by one author).']
0515135062;Three Fates;Nora Roberts;2004.0;Jove Books;http://images.amazon.com/images/P/0515135062.01.LZZZZZZZ.jpg;9;9
0553258001;The Cider House Rules;John Irving;1986.0;Bantam Books;http://images.amazon.com/images/P/0553258001.01.LZZZZZZZ.jpg;9;9
0553572997;The Alienist;Caleb Carr;1995.0;Bantam Books;http://images.amazon.com/images/P/0553572997.01.LZZZZZZZ.jpg;9;9
067101420X;Forever... : A Novel of Good and Evil, Love and Hope;Jude Deveraux;2002.0;Pocket;http://images.amazon.com/images/P/067101420X.01.LZZZZZZZ.jpg;en;['Fiction']
0671708635;Seven Habits Of Highly Effective People;Stephen R. Covey;1990.0;Free Press;http://images.amazon.com/images/P/0671708635.01.LZZZZZZZ.jpg;en;['Character']
0804114986;The Bonesetter's Daughter;Amy Tan;2002.0;Ballantine Books;http://images.amazon.com/images/P/0804114986.01.LZZZZZZZ.jpg;9;9
000649840X;Angelas Ashes;Frank Mccourt;1994.0;Harpercollins Uk;http://images.amazon.com/images/P/000649840X.01.LZZZZZZZ.jpg;9;9
0099771519;Memoirs of a Geisha Uk;Arthur Golden;1994.0;Trafalgar Square;http://images.amazon.com/images/P/0099771519.01.LZZZZZZZ.jpg;en;['Geishas']
0385720920;Choke;CHUCK PALAHNIUK;2002.0;Anchor;http://images.amazon.com/images/P/0385720920.01.LZZZZZZZ.jpg;en;['Fiction']
0439404371;The Thief Lord;Cornelia Funke;2002.0;Scholastic;http://images.amazon.com/images/P/0439404371.01.LZZZZZZZ.jpg;9;9
0440224624;The Loop;Nicholas Evans;1999.0;Dell Publishing Company;http://images.amazon.com/images/P/0440224624.01.LZZZZZZZ.jpg;en;['Fiction']
0451169530;The Stand: Complete and Uncut;Stephen King;1991.0;Signet Book;http://images.amazon.com/images/P/0451169530.01.LZZZZZZZ.jpg;9;9
0553296981;Anne Frank: The Diary of a Young Girl;ANNE FRANK;1993.0;Bantam;http://images.amazon.com/images/P/0553296981.01.LZZZZZZZ.jpg;en;['Biography & Autobiography']
0671617028;The Color Purple;Alice Walker;1985.0;Pocket Books;http://images.amazon.com/images/P/0671617028.01.LZZZZZZZ.jpg;9;9
0385335482;Confessions of a Shopaholic (Summer Display Opportunity);SOPHIE KINSELLA;2001.0;Delta;http://images.amazon.com/images/P/0385335482.01.LZZZZZZZ.jpg;en;['Fiction']
0385335881;Shopaholic Takes Manhattan (Summer Display Opportunity);Sophie Kinsella;2002.0;Delta;http://images.amazon.com/images/P/0385335881.01.LZZZZZZZ.jpg;en;['Fiction']
0553582658;Summer Light;Luanne Rice;2002.0;Bantam Books;http://images.amazon.com/images/P/0553582658.01.LZZZZZZZ.jpg;en;['Fiction']
0671028375;Fatal Voyage;Kathy Reichs;2002.0;Pocket;http://images.amazon.com/images/P/0671028375.01.LZZZZZZZ.jpg;en;['Fiction']
0375702709;A Lesson Before Dying (Vintage Contemporaries (Paperback));Ernest J. Gaines;1997.0;Vintage Books USA;http://images.amazon.com/images/P/0375702709.01.LZZZZZZZ.jpg;en;['African American men']
0060916508;Their Eyes Were Watching God: A Novel;Zora Neale Hurston;1990.0;Perennial;http://images.amazon.com/images/P/0060916508.01.LZZZZZZZ.jpg;en;['Fiction']
0671038184;Jewel;Bret Lott;1999.0;Washington Square Press;http://images.amazon.com/images/P/0671038184.01.LZZZZZZZ.jpg;en;['Fiction']
0330262130;Restaurant At the End of the Universe;Douglas Adams;1994.0;Pan Books Ltd;http://images.amazon.com/images/P/0330262130.01.LZZZZZZZ.jpg;en;['Dent, Arthur (Fictitious character)']
0345361792;A Prayer for Owen Meany;John Irving;1990.0;Ballantine Books;http://images.amazon.com/images/P/0345361792.01.LZZZZZZZ.jpg;en;['Fiction']
0552996009;Notes From a Small Planet;Bill Bryson;1994.0;Bantam Doubleday Dell;http://images.amazon.com/images/P/0552996009.01.LZZZZZZZ.jpg;9;9
0590660543;Northern Lights (His Dark Materials S.);Philip Pullman;1998.0;Scholastic Point;http://images.amazon.com/images/P/0590660543.01.LZZZZZZZ.jpg;en;['Arctic regions']
006092988X;A Tree Grows in Brooklyn;Betty Smith;1998.0;Perennial;http://images.amazon.com/images/P/006092988X.01.LZZZZZZZ.jpg;9;9
038531258X;Cold Sassy Tree;Olive Ann Burns;1986.0;Delta;http://images.amazon.com/images/P/038531258X.01.LZZZZZZZ.jpg;en;['Fiction']
1400034779;The No. 1 Ladies' Detective Agency (Today Show Book Club #8);Alexander McCall Smith;2003.0;Anchor;http://images.amazon.com/images/P/1400034779.01.LZZZZZZZ.jpg;en;['Fiction']
0786885688;Shopgirl;Steve Martin;2001.0;Hyperion;http://images.amazon.com/images/P/0786885688.01.LZZZZZZZ.jpg;9;9
0671880187;Kitchen;Banana Yoshimoto;1994.0;Washington Square Press;http://images.amazon.com/images/P/0671880187.01.LZZZZZZZ.jpg;en;['Domestic fiction']
037570504X;Breath, Eyes, Memory;Edwidge Danticat;1998.0;Vintage Books USA;http://images.amazon.com/images/P/037570504X.01.LZZZZZZZ.jpg;en;['Fiction']
0767902521;A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail);Bill Bryson;1999.0;Broadway Books;http://images.amazon.com/images/P/0767902521.01.LZZZZZZZ.jpg;9;9
0140244824;Songs in Ordinary Time (Oprah's Book Club (Paperback));Mary McGarry Morris;1996.0;Penguin Books;http://images.amazon.com/images/P/0140244824.01.LZZZZZZZ.jpg;en;['Fiction']
0385508417;Skipping Christmas;JOHN GRISHAM;2002.0;Doubleday;http://images.amazon.com/images/P/0385508417.01.LZZZZZZZ.jpg;9;9
0385510438;The Last Juror;John Grisham;2004.0;Doubleday;http://images.amazon.com/images/P/0385510438.01.LZZZZZZZ.jpg;en;['Fiction']
0385324057;Summer Sisters;Judy Blume;1998.0;Delacorte Press;http://images.amazon.com/images/P/0385324057.01.LZZZZZZZ.jpg;en;['Fiction']
0425185710;Valhalla Rising (Dirk Pitt Adventures (Paperback));Clive Cussler;2002.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425185710.01.LZZZZZZZ.jpg;en;['Fiction']
014025448X;At Home in Mitford (The Mitford Years);Jan Karon;1996.0;Viking Books;http://images.amazon.com/images/P/014025448X.01.LZZZZZZZ.jpg;9;9
0312243022;The Hours : A Novel;Michael Cunningham;2000.0;Picador;http://images.amazon.com/images/P/0312243022.01.LZZZZZZZ.jpg;en;['Fiction']
